"x"
1.97906603614717e-06
4.32363419059471e-06
9.16369265618112e-06
1.88419133677308e-05
3.75848140522984e-05
7.27332049182267e-05
0.000136548193550617
0.000248697894703815
0.00043943148856624
0.000753256963060754
0.00125264512117872
0.00202090483543159
0.00316298105244168
0.00480264220534608
0.00707451694874534
0.0101098861556152
0.0140161473468056
0.018851415216993
0.0245975685447703
0.0311367525481833
0.0382373130369472
0.0455548198213703
0.0526519203342122
0.059037371493923
0.0642203586320136
0.0677721643353744
0.0693845697343645
0.068913984240334
0.0664025464758446
0.0620718980009596
0.0562909050631061
0.0495238447148451
0.0422691379122493
0.0349997823069163
0.0281151374690522
0.0219102834021733
0.0165648952632462
0.0121496092049139
0.00864507647004426
0.00596771789269805
0.00399650762665738
0.00259648562644276
0.00163653054263995
0.0010006800064136
0.000593607317403239
0.000341614412125355
0.000190724304000688
0.000103302018684843
5.42805817541725e-05
2.76702507171047e-05
1.36840486780208e-05
6.56521634544371e-06
3.05573993007091e-06
1.37980162447467e-06
6.04435314149087e-07
2.56871501150104e-07
1.05904626493773e-07
4.23591130125576e-08
1.64365890757817e-08
6.18741795605372e-09
2.25964452909963e-09
8.00578109940055e-10
2.75169448384418e-10
9.17549770363974e-11
2.96819182073114e-11
9.31509337434626e-12
2.83605975280557e-12
8.3767673984553e-13
2.40032722753054e-13
6.67263489150754e-14
1.79952211485458e-14
4.708146085776e-15
1.19502113684962e-15
2.94261984487665e-16
7.02951962291796e-17
1.62910865584762e-17
3.66275078656563e-18
7.98909535689588e-19
1.69052171985955e-19
3.47037831178857e-20
6.91139638692471e-21
1.33532720839363e-21
2.50289430585456e-22
4.55124524122307e-23
8.02880446049139e-24
1.37405602091396e-24
2.28134471857206e-25
3.67460196631789e-26
5.74199233143647e-27
8.70458015338698e-28
1.28016504550895e-28
1.82648881189593e-29
2.52813920410648e-30
3.39482870641081e-31
4.42249819081701e-32
5.58920935711106e-33
6.8527676438189e-34
8.15106865260933e-35
9.40580587220384e-36
1.05295639497604e-36
